"Bezeichnung"	"Zeitraum"	"01.03."	"02.03."	"03.03."	"04.03."	"05.03."	"06.03."	"07.03."	"08.03."	"09.03."	"10.03."	"11.03."	"12.03."	"13.03."	"14.03."	"15.03."	"16.03."	"17.03."	"18.03."	"19.03."	"20.03."	"21.03."	"22.03."	"23.03."	"24.03."	"25.03."	"26.03."	"27.03."	"28.03."	"29.03."	"30.03."	"31.03."
"Forever Young"	"CHF 462,00"	""	""	""	""	""	"CHF 98,00"	"CHF 28,00"	"CHF 28,00"	""	"CHF 14,00"	""	""	"CHF 14,00"	"CHF 56,00"	"CHF 14,00"	""	""	"CHF 42,00"	""	""	"CHF 28,00"	"CHF 14,00"	""	"CHF 28,00"	""	"CHF 14,00"	"CHF 70,00"	""	"CHF 14,00"	""	""
"Bricco Manzoni Langhe 75cl"	"CHF 456,00"	""	""	""	""	""	""	"CHF 76,00"	""	"CHF 152,00"	""	""	"CHF 76,00"	""	""	""	""	""	""	"CHF 76,00"	""	""	""	""	""	""	""	"CHF 76,00"	""	""	""	""
"Sanbitter Spritz"	"CHF 455,00"	"CHF 7,00"	"CHF 35,00"	""	"CHF 7,00"	"CHF 56,00"	"CHF 21,00"	"CHF 28,00"	"CHF 14,00"	"CHF 14,00"	"CHF 14,00"	""	"CHF 21,00"	"CHF 7,00"	"CHF 14,00"	"CHF 7,00"	"CHF 7,00"	""	"CHF 14,00"	"CHF 21,00"	"CHF 14,00"	"CHF 42,00"	"CHF 14,00"	"CHF 7,00"	"CHF 7,00"	"CHF 7,00"	"CHF 7,00"	"CHF 28,00"	"CHF 21,00"	"CHF 21,00"	""	""
"Hendrick's 4cl"	"CHF 455,00"	""	""	"CHF 13,00"	""	""	"CHF 143,00"	"CHF 78,00"	""	"CHF 26,00"	""	""	""	"CHF 39,00"	""	""	""	""	""	"CHF 13,00"	"CHF 13,00"	""	""	""	""	"CHF 39,00"	""	"CHF 13,00"	"CHF 78,00"	""	""	""
"Apfelschorle 33cl"	"CHF 440,80"	"CHF 34,80"	"CHF 23,20"	"CHF 11,60"	""	"CHF 52,20"	"CHF 11,60"	"CHF 5,80"	"CHF 5,80"	""	"CHF 29,00"	"CHF 17,40"	"CHF 17,40"	"CHF 11,60"	"CHF 17,40"	"CHF 5,80"	""	""	"CHF 11,60"	"CHF 17,40"	"CHF 23,20"	"CHF 58,00"	"CHF 11,60"	"CHF 5,80"	"CHF 17,40"	"CHF 5,80"	"CHF 17,40"	"CHF 23,20"	"CHF 5,80"	""	""	""
"Riesling No Sex 10cl"	"CHF 410,00"	""	""	"CHF 32,80"	"CHF 8,20"	"CHF 41,00"	"CHF 49,20"	"CHF 16,40"	"CHF 8,20"	""	"CHF 8,20"	"CHF 8,20"	""	"CHF 41,00"	"CHF 57,40"	""	""	"CHF 8,20"	""	""	""	"CHF 8,20"	"CHF 32,80"	""	"CHF 41,00"	"CHF 8,20"	""	"CHF 16,40"	"CHF 24,60"	""	""	""
"Panache 25cl"	"CHF 394,40"	"CHF 11,60"	"CHF 17,40"	"CHF 5,80"	""	"CHF 29,00"	"CHF 46,40"	"CHF 5,80"	"CHF 11,60"	"CHF 11,60"	"CHF 11,60"	"CHF 11,60"	"CHF 11,60"	"CHF 23,20"	"CHF 23,20"	"CHF 5,80"	"CHF 29,00"	"CHF 23,20"	"CHF 17,40"	"CHF 29,00"	""	""	"CHF 17,40"	""	""	"CHF 5,80"	""	"CHF 17,40"	"CHF 17,40"	"CHF 11,60"	""	""
"Crodino Spritz"	"CHF 392,00"	""	"CHF 7,00"	""	"CHF 7,00"	"CHF 21,00"	"CHF 35,00"	"CHF 35,00"	"CHF 7,00"	""	"CHF 7,00"	""	"CHF 7,00"	"CHF 21,00"	"CHF 21,00"	"CHF 7,00"	""	"CHF 14,00"	""	"CHF 14,00"	"CHF 42,00"	"CHF 49,00"	"CHF 7,00"	"CHF 7,00"	"CHF 7,00"	"CHF 28,00"	"CHF 7,00"	"CHF 21,00"	"CHF 14,00"	"CHF 7,00"	""	""
"Riesling No Sex 75cl"	"CHF 382,00"	""	""	""	"CHF 57,00"	""	"CHF 57,00"	""	""	""	""	""	""	""	"CHF 171,00"	""	""	""	""	""	""	""	"CHF 40,00"	""	""	""	""	""	""	"CHF 57,00"	""	""
"Molto Negre Cava Brut nature Rosé 10cl"	"CHF 376,20"	"CHF 19,80"	""	""	"CHF 19,80"	""	"CHF 108,90"	"CHF 9,90"	""	"CHF 19,80"	""	""	""	""	"CHF 19,80"	"CHF 89,10"	"CHF 9,90"	""	""	""	"CHF 39,60"	""	""	""	""	""	""	"CHF 19,80"	"CHF 9,90"	"CHF 9,90"	""	""
"Monteverro 150cl"	"CHF 365,00"	""	""	""	""	""	""	"CHF 365,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Espresso Macchiato"	"CHF 342,20"	"CHF 11,60"	"CHF 17,40"	"CHF 5,80"	"CHF 5,80"	""	"CHF 11,60"	"CHF 5,80"	"CHF 17,40"	"CHF 11,60"	"CHF 29,00"	"CHF 11,60"	"CHF 23,20"	"CHF 34,80"	""	""	""	"CHF 46,40"	"CHF 23,20"	"CHF 17,40"	"CHF 5,80"	"CHF 5,80"	"CHF 5,80"	""	"CHF 5,80"	"CHF 17,40"	"CHF 17,40"	""	"CHF 11,60"	""	""	""
"Cure d‘Attalens 75cl"	"CHF 342,00"	""	""	""	""	""	""	""	"CHF 57,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 285,00"	""	""	""	""	""
"Sherazade 75cl"	"CHF 340,00"	""	""	""	""	""	""	""	""	""	""	""	"CHF 272,00"	""	""	""	""	"CHF 68,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Hugo Zero"	"CHF 324,00"	""	""	""	"CHF 12,00"	"CHF 24,00"	"CHF 12,00"	""	"CHF 12,00"	"CHF 12,00"	""	""	""	"CHF 48,00"	"CHF 36,00"	""	""	""	""	""	"CHF 24,00"	"CHF 12,00"	"CHF 12,00"	""	""	""	"CHF 84,00"	"CHF 24,00"	"CHF 12,00"	""	""	""
"Negre de Negres 75cl"	"CHF 320,00"	""	""	""	"CHF 80,00"	"CHF 80,00"	""	""	""	""	""	""	""	""	""	""	""	"CHF 80,00"	""	""	""	""	""	""	""	""	""	""	"CHF 80,00"	""	""	""
"Rivella blau 33cl"	"CHF 319,00"	"CHF 17,40"	"CHF 5,80"	"CHF 17,40"	"CHF 11,60"	"CHF 23,20"	"CHF 5,80"	"CHF 5,80"	"CHF 5,80"	"CHF 11,60"	""	"CHF 23,20"	""	"CHF 17,40"	"CHF 17,40"	"CHF 11,60"	""	"CHF 29,00"	"CHF 17,40"	""	"CHF 5,80"	"CHF 5,80"	"CHF 17,40"	"CHF 11,60"	""	"CHF 5,80"	"CHF 17,40"	"CHF 11,60"	"CHF 17,40"	"CHF 5,80"	""	""
"Caffè al Affogato"	"CHF 306,00"	""	""	""	"CHF 68,00"	""	"CHF 25,50"	"CHF 8,50"	""	""	""	""	"CHF 8,50"	"CHF 8,50"	"CHF 34,00"	""	""	"CHF 17,00"	"CHF 17,00"	""	"CHF 17,00"	"CHF 42,50"	"CHF 8,50"	"CHF 17,00"	"CHF 8,50"	""	""	"CHF 25,50"	""	""	""	""
"Milchkaffee"	"CHF 298,90"	"CHF 36,60"	""	"CHF 6,10"	"CHF 6,10"	""	""	"CHF 30,50"	"CHF 12,20"	""	""	""	"CHF 18,30"	"CHF 12,20"	"CHF 12,20"	"CHF 6,10"	""	"CHF 6,10"	"CHF 12,20"	"CHF 6,10"	"CHF 6,10"	""	"CHF 36,60"	"CHF 6,10"	"CHF 18,30"	"CHF 24,40"	"CHF 6,10"	"CHF 18,30"	"CHF 6,10"	"CHF 12,20"	""	""
"Gertrud 75cl"	"CHF 295,00"	""	""	""	""	"CHF 59,00"	""	""	""	""	""	""	""	""	""	""	""	"CHF 59,00"	""	"CHF 59,00"	""	""	""	""	""	""	""	""	"CHF 118,00"	""	""	""
"Latte Macchiato"	"CHF 294,40"	"CHF 12,80"	""	""	"CHF 6,40"	"CHF 12,80"	""	"CHF 57,60"	"CHF 6,40"	"CHF 6,40"	""	"CHF 6,40"	"CHF 12,80"	"CHF 19,20"	"CHF 12,80"	"CHF 6,40"	""	"CHF 12,80"	"CHF 6,40"	""	"CHF 6,40"	"CHF 25,60"	"CHF 19,20"	""	""	"CHF 6,40"	""	"CHF 19,20"	"CHF 25,60"	"CHF 12,80"	""	""
"Rivella rot 33cl"	"CHF 290,00"	"CHF 5,80"	"CHF 17,40"	"CHF 29,00"	"CHF 11,60"	"CHF 29,00"	"CHF 5,80"	"CHF 29,00"	"CHF 5,80"	""	"CHF 5,80"	""	"CHF 11,60"	"CHF 11,60"	"CHF 5,80"	""	""	""	"CHF 11,60"	"CHF 11,60"	"CHF 11,60"	"CHF 17,40"	"CHF 29,00"	"CHF 5,80"	"CHF 11,60"	"CHF 5,80"	""	"CHF 17,40"	""	""	""	""
"Negroni Spagliato"	"CHF 280,00"	""	""	""	""	""	"CHF 28,00"	"CHF 28,00"	""	"CHF 84,00"	"CHF 14,00"	""	""	"CHF 42,00"	"CHF 14,00"	""	""	""	""	"CHF 14,00"	"CHF 14,00"	"CHF 14,00"	"CHF 14,00"	""	""	""	""	""	"CHF 14,00"	""	""	""
"Macho Man 75cl"	"CHF 280,00"	""	""	""	""	""	""	"CHF 70,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 140,00"	"CHF 70,00"	""	""	""
"Milano"	"CHF 280,00"	""	""	""	""	"CHF 14,00"	"CHF 14,00"	""	"CHF 14,00"	""	""	""	""	"CHF 14,00"	"CHF 70,00"	""	""	"CHF 28,00"	""	""	"CHF 28,00"	"CHF 14,00"	"CHF 14,00"	""	""	"CHF 42,00"	""	""	"CHF 28,00"	""	""	""
"Grappa Nonino il Merlot 4cl"	"CHF 273,00"	""	""	""	"CHF 26,00"	"CHF 78,00"	"CHF 13,00"	""	""	""	""	""	""	""	""	""	""	"CHF 52,00"	""	""	"CHF 39,00"	"CHF 13,00"	""	""	""	"CHF 26,00"	""	"CHF 26,00"	""	""	""	""
"Pinot Grigio Collio 75cl"	"CHF 256,00"	""	""	""	""	""	""	"CHF 192,00"	""	""	""	""	""	"CHF 64,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Cornalin Neyrun 75cl"	"CHF 252,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 84,00"	"CHF 84,00"	""	""	""	""	""	""	"CHF 84,00"	""	""	""
"El Gordo del Circo 150cl"	"CHF 250,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 250,00"	""	""	""	""	""	""	""	""	""	""	""	""	""
"Saffredi 75cl"	"CHF 248,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 124,00"	"CHF 124,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Doppelter Espresso"	"CHF 247,90"	""	"CHF 6,70"	"CHF 0,00"	""	""	"CHF 20,10"	"CHF 20,10"	""	""	"CHF 13,40"	""	"CHF 20,10"	"CHF 20,10"	"CHF 20,10"	""	""	"CHF 13,40"	"CHF 6,70"	"CHF 13,40"	"CHF 13,40"	"CHF 33,50"	"CHF 13,40"	"CHF 6,70"	""	"CHF 6,70"	"CHF 20,10"	""	"CHF 0,00"	""	""	""
"Princes First Edition 150cl"	"CHF 240,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 240,00"	""	""	""
"Saffredi 150cl"	"CHF 238,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 238,00"	""	""	""	""	""	""	""	""	""	""	""	""
"Campari 4cl"	"CHF 234,00"	""	""	""	""	"CHF 9,00"	"CHF 27,00"	"CHF 9,00"	""	""	"CHF 18,00"	"CHF 18,00"	""	""	""	"CHF 9,00"	""	"CHF 9,00"	"CHF 9,00"	""	""	"CHF 9,00"	""	"CHF 18,00"	"CHF 18,00"	""	"CHF 9,00"	"CHF 54,00"	"CHF 18,00"	""	""	""
"Malanser Blauburgunder Classic 75cl"	"CHF 228,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 76,00"	""	""	""	""	""	""	""	""	""	""	"CHF 152,00"	""	""	""	""
"Zweigelt Unplugged 75cl"	"CHF 224,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 168,00"	""	"CHF 56,00"	""	""
"Jugunda Gigondas 75cl"	"CHF 222,00"	""	""	""	""	""	"CHF 74,00"	"CHF 74,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 74,00"	""	""
"Citro offen 30cl"	"CHF 208,00"	""	"CHF 10,40"	"CHF 5,20"	"CHF 5,20"	"CHF 20,80"	""	"CHF 5,20"	"CHF 5,20"	""	""	"CHF 10,40"	"CHF 10,40"	"CHF 10,40"	"CHF 15,60"	""	"CHF 5,20"	"CHF 5,20"	"CHF 10,40"	"CHF 5,20"	"CHF 10,40"	"CHF 15,60"	""	""	""	"CHF 5,20"	"CHF 5,20"	"CHF 5,20"	"CHF 20,80"	"CHF 20,80"	""	""
"Mille e Una Notte 150cl"	"CHF 200,00"	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 200,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Barolo 150cl"	"CHF 200,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 200,00"	""	""	""	""	""	""	""	""	""	""
"Frangelico 4cl"	"CHF 198,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 153,00"	""	""	""	""	""	""	"CHF 45,00"	""	""	""	""	""	""	""	""	""	""
"Haru Rosado 10cl"	"CHF 195,30"	""	"CHF 18,60"	""	""	""	""	"CHF 27,90"	""	""	""	""	"CHF 55,80"	""	"CHF 9,30"	"CHF 18,60"	""	"CHF 9,30"	""	""	""	"CHF 9,30"	""	""	""	"CHF 18,60"	""	"CHF 18,60"	"CHF 9,30"	""	""	""
"Ripaso Valpolicella Pegrandi 75cl"	"CHF 195,00"	""	""	""	""	"CHF 65,00"	""	""	""	"CHF 65,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 65,00"	""	""	""	""
"Gin Mare 4cl"	"CHF 195,00"	""	""	""	""	"CHF 15,00"	""	""	""	""	""	""	""	""	"CHF 60,00"	"CHF 15,00"	""	""	""	""	""	""	""	""	""	""	"CHF 105,00"	""	""	""	""	""
"Armando 75cl"	"CHF 189,00"	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 63,00"	""	""	""	""	""	""	""	""	""	""	""	"CHF 126,00"	""	""	""	""	""	""
"Syrah Wallis 75cl"	"CHF 188,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 188,00"	""	""	""	""	""	""	""	""	""
"Tonic"	"CHF 183,00"	""	""	"CHF 3,00"	""	"CHF 3,00"	"CHF 30,00"	"CHF 18,00"	""	"CHF 6,00"	""	"CHF 6,00"	""	"CHF 12,00"	"CHF 24,00"	"CHF 3,00"	""	""	"CHF 3,00"	"CHF 6,00"	"CHF 3,00"	"CHF 6,00"	""	""	""	"CHF 9,00"	"CHF 27,00"	"CHF 6,00"	"CHF 18,00"	""	""	""
"Mojito Zero"	"CHF 182,00"	""	""	""	""	""	""	"CHF 13,00"	""	""	""	""	""	""	"CHF 13,00"	""	"CHF 26,00"	""	""	""	"CHF 26,00"	""	"CHF 13,00"	""	""	""	"CHF 13,00"	"CHF 13,00"	"CHF 65,00"	""	""	""
"Adoro Prosecco 75cl"	"CHF 180,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 120,00"	""	""	"CHF 60,00"	""	""	""	""	""	""	""	""	""	""
"Petite Arvine Vieilles Vignes 75cl"	"CHF 178,00"	""	""	""	""	""	"CHF 89,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 89,00"	""	""	""	""	""	""	""	""	""	""	""
"Moscato d'Asti 10cl"	"CHF 176,40"	""	"CHF 25,20"	""	""	""	""	"CHF 8,40"	""	""	""	""	""	""	"CHF 8,40"	""	""	""	"CHF 16,80"	""	""	"CHF 8,40"	"CHF 8,40"	""	""	"CHF 8,40"	"CHF 42,00"	"CHF 8,40"	"CHF 42,00"	""	""	""
"Royal Gin Fizz"	"CHF 171,00"	""	""	""	""	""	"CHF 19,00"	""	""	""	""	""	""	""	"CHF 114,00"	""	""	""	""	""	"CHF 38,00"	""	""	""	""	""	""	""	""	""	""	""
"Quinta da Carolina 75cl"	"CHF 170,00"	""	""	""	""	""	"CHF 170,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Tassinaia 75cl"	"CHF 170,00"	""	""	""	""	""	""	""	""	""	""	"CHF 170,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Grappa Berta Tre Soli Tre 4cl"	"CHF 168,00"	""	""	""	""	""	"CHF 0,00"	""	""	"CHF 24,00"	""	""	""	"CHF 24,00"	""	""	""	""	""	"CHF 24,00"	""	"CHF 24,00"	""	""	""	""	""	"CHF 72,00"	""	""	""	""
"Fortant Malbec 75cl"	"CHF 168,00"	""	""	""	""	""	"CHF 112,00"	""	""	""	""	""	""	"CHF 56,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Cosmopolitan"	"CHF 162,00"	""	""	""	""	""	"CHF 18,00"	"CHF 18,00"	""	""	""	""	""	""	"CHF 18,00"	""	""	""	""	""	""	"CHF 18,00"	"CHF 18,00"	""	""	""	""	""	"CHF 72,00"	""	""	""
"Just Sauvignon Blanc 75cl"	"CHF 156,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 78,00"	""	""	""	""	"CHF 78,00"	""	""	""	""	""	""	""	""	""	""
"Limoncello 4cl"	"CHF 152,00"	""	""	""	""	""	"CHF 0,00"	"CHF 32,00"	"CHF 16,00"	""	""	""	""	""	"CHF 16,00"	""	""	""	""	""	"CHF 8,00"	""	"CHF 8,00"	""	""	""	""	"CHF 40,00"	"CHF 32,00"	""	""	""
"Tintafina 75cl"	"CHF 152,00"	""	""	""	""	""	""	""	""	"CHF 76,00"	""	""	""	""	""	""	""	""	""	""	"CHF 76,00"	""	""	""	""	""	""	""	""	""	""	""
"Riesling Röttgen Kabinett Grosse Lage 75cl"	"CHF 148,00"	""	""	""	""	""	"CHF 148,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Crodino 17,5cl"	"CHF 139,20"	""	""	""	""	""	"CHF 5,80"	""	"CHF 5,80"	""	"CHF 23,20"	"CHF 17,40"	""	""	"CHF 5,80"	""	""	"CHF 5,80"	""	"CHF 11,60"	"CHF 5,80"	"CHF 11,60"	"CHF 17,40"	"CHF 5,80"	""	"CHF 23,20"	""	""	""	""	""	""
"Merlot Ômina Romana 75cl"	"CHF 136,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 68,00"	"CHF 68,00"	""	""	""	""	""	""	""	""	""	""
"Inedito Toscana Rosso 75cl"	"CHF 130,00"	""	""	""	""	""	""	"CHF 65,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 65,00"	""	""	""	""
"Old Fashioned"	"CHF 128,00"	""	"CHF 16,00"	""	""	""	""	"CHF 32,00"	""	""	""	""	""	""	"CHF 16,00"	""	""	""	""	""	""	"CHF 16,00"	"CHF 16,00"	""	""	""	""	"CHF 16,00"	"CHF 16,00"	""	""	""
"El Gordo del Circo 75cl"	"CHF 128,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 64,00"	""	""	""	""	""	""	""	""	""	"CHF 64,00"	""	""	""	""	""	""	""
"Fever Tree Tonic 20cl"	"CHF 127,60"	""	"CHF 5,80"	"CHF 5,80"	""	"CHF 11,60"	"CHF 5,80"	"CHF 23,20"	""	""	""	""	"CHF 11,60"	"CHF 5,80"	""	""	""	"CHF 5,80"	"CHF 5,80"	""	"CHF 17,40"	"CHF 5,80"	""	"CHF 5,80"	""	""	"CHF 5,80"	"CHF 5,80"	"CHF 5,80"	""	""	""
"Sanbitter 10cl"	"CHF 127,60"	"CHF 11,60"	""	""	""	""	""	"CHF 5,80"	"CHF 11,60"	"CHF 5,80"	""	""	""	""	""	""	""	"CHF 11,60"	"CHF 11,60"	"CHF 5,80"	"CHF 11,60"	"CHF 17,40"	""	""	"CHF 5,80"	""	"CHF 11,60"	""	"CHF 17,40"	""	""	""
"Matanegra Crianza 75cl"	"CHF 124,00"	""	""	""	""	""	"CHF 62,00"	""	""	""	""	""	""	""	"CHF 62,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Espresso Decaf"	"CHF 116,60"	""	""	""	"CHF 21,20"	"CHF 5,30"	"CHF 5,30"	"CHF 5,30"	"CHF 5,30"	""	""	""	"CHF 10,60"	""	""	"CHF 5,30"	""	"CHF 10,60"	"CHF 10,60"	"CHF 5,30"	"CHF 10,60"	""	""	"CHF 21,20"	""	""	""	""	""	""	""	""
"Gertrud 150cl"	"CHF 113,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 113,00"	""	""	""	""	""	""	""	""	""	""	""	""
"Inedito Toscana Rosso 150cl"	"CHF 109,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 109,00"	""	""	""	""
"Amour de Dieu Condrieu 75cl"	"CHF 105,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 105,00"	""	""	""	""	""	""	""	""	""	""
"Fever Tree Bitterlemon 20cl"	"CHF 104,40"	""	""	""	"CHF 5,80"	"CHF 5,80"	""	""	"CHF 5,80"	""	""	""	"CHF 5,80"	"CHF 5,80"	""	"CHF 5,80"	""	""	""	""	"CHF 5,80"	"CHF 11,60"	"CHF 29,00"	""	"CHF 17,40"	""	""	"CHF 5,80"	""	""	""	""
"frischer Orangensaft"	"CHF 104,00"	"CHF 40,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 16,00"	""	""	""	""	""	""	"CHF 48,00"	""	""
"Amarone della Valpolicella Tano 75cl"	"CHF 102,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 102,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Nuits St. Georges «Les Chaliots» 75cl"	"CHF 100,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 100,00"	""	""	""	""	""	""	""	""	""	""	""
"Fever Tree Ginger Beer 20cl"	"CHF 98,60"	"CHF 11,60"	"CHF 5,80"	""	"CHF 11,60"	"CHF 23,20"	"CHF 5,80"	""	""	""	""	""	""	""	"CHF 5,80"	"CHF 5,80"	""	"CHF 11,60"	""	""	"CHF 11,60"	""	""	""	""	""	""	""	""	"CHF 5,80"	""	""
"Glenmorangie 18y 4cl"	"CHF 96,00"	""	""	""	""	"CHF 48,00"	""	""	""	""	""	""	""	"CHF 48,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Cola Zero 0,5"	"CHF 94,50"	"CHF 7,00"	""	"CHF 3,50"	""	""	""	"CHF 7,00"	""	""	"CHF 3,50"	""	"CHF 7,00"	"CHF 17,50"	""	""	"CHF 3,50"	"CHF 3,50"	""	"CHF 3,50"	"CHF 3,50"	""	"CHF 17,50"	""	"CHF 3,50"	"CHF 3,50"	""	"CHF 3,50"	"CHF 7,00"	""	""	""
"Cola 0,5"	"CHF 94,50"	""	""	"CHF 3,50"	""	"CHF 3,50"	""	"CHF 7,00"	"CHF 3,50"	""	"CHF 10,50"	"CHF 3,50"	""	"CHF 14,00"	""	""	"CHF 7,00"	"CHF 14,00"	"CHF 7,00"	"CHF 3,50"	"CHF 3,50"	""	"CHF 3,50"	""	"CHF 3,50"	""	""	"CHF 7,00"	""	""	""	""
"Somni Priorat 75cl"	"CHF 90,00"	"CHF 90,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Cherry Blossom"	"CHF 90,00"	""	""	""	""	"CHF 18,00"	""	"CHF 36,00"	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 36,00"	""	""	""	""	""	""	""	""	""	""	""
"Ingwerer 4cl"	"CHF 90,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 90,00"	""	""	""	""	""	""	""	""	""	""
"Kaffee To go"	"CHF 87,50"	""	""	"CHF 17,50"	""	""	""	"CHF 3,50"	""	"CHF 7,00"	""	"CHF 14,00"	""	""	""	""	""	"CHF 17,50"	"CHF 14,00"	""	""	""	""	""	"CHF 7,00"	"CHF 7,00"	""	""	""	""	""	""
"Fever Tree Ginger Ale 20cl"	"CHF 87,00"	""	""	""	""	""	"CHF 5,80"	""	""	""	""	"CHF 11,60"	""	"CHF 17,40"	""	"CHF 5,80"	""	"CHF 11,60"	""	""	"CHF 23,20"	""	""	""	""	""	""	""	""	"CHF 11,60"	""	""
"Kaffee Decaf"	"CHF 84,80"	""	""	""	""	""	""	"CHF 10,60"	"CHF 5,30"	""	""	""	""	""	"CHF 10,60"	"CHF 10,60"	"CHF 5,30"	""	""	""	"CHF 10,60"	"CHF 5,30"	"CHF 5,30"	"CHF 5,30"	"CHF 5,30"	""	""	""	"CHF 10,60"	""	""	""
"Orangensaft 30cl"	"CHF 81,90"	""	""	"CHF 6,30"	""	""	""	"CHF 6,30"	""	""	""	"CHF 12,60"	"CHF 6,30"	""	""	""	""	"CHF 6,30"	""	"CHF 6,30"	""	""	""	""	""	""	""	""	"CHF 12,60"	"CHF 25,20"	""	""
"Alexander vs. The Ham Factory Reserva 75cl"	"CHF 80,00"	""	""	""	""	""	"CHF 80,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Matcha Latte"	"CHF 80,00"	""	""	""	"CHF 16,00"	""	"CHF 8,00"	"CHF 8,00"	""	""	""	""	""	""	""	"CHF 8,00"	""	"CHF 8,00"	""	""	""	""	"CHF 8,00"	""	""	""	""	""	""	"CHF 24,00"	""	""
"Château Cantenac 75cl"	"CHF 78,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 78,00"	""	""	""	""	""	""	""	""	""	""
"Just Pinot Noir 75cl"	"CHF 77,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 77,00"	""	""	""
"Gómez Cruzado Viña Dorana Reserva 75cl"	"CHF 76,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 76,00"	""	""	""
"Mythos 75cl"	"CHF 74,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 74,00"	""	""	""
"Veran 75cl"	"CHF 73,00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CHF 73,00"	""	""	""
